0 	1.000001
0.01 	1.000001
0.02 	1.000001
0.03 	1.000001
0.04 	1.000001
0.05 	1.000001
0.06 	1.000001
0.07 	1.000001
0.08 	1.000001
0.09 	1.000001
0.1 	1.000001
0.11 	1.000001
0.12 	1.000001
0.13 	1.000001
0.14 	1.000001
0.15 	1.000001
0.16 	1.000001
0.17 	1.000001
0.18 	1.000001
0.19 	1.000001
0.2 	1.000001
0.21 	1.000001
0.22 	1.000001
0.23 	1.000001
0.24 	1.000001
0.25 	1.000001
0.26 	1.000001
0.27 	1.000001
0.28 	1.000001
0.29 	1.000001
0.3 	1.000001
0.31 	1.000001
0.32 	1.000001
0.33 	1.000001
0.34 	1.000001
0.35 	1.000001
0.36 	1.000001
0.37 	1.000001
0.38 	1.000001
0.39 	1.000001
0.4 	1.000001
0.41 	1.000001
0.42 	1.000001
0.43 	1.000001
0.44 	1.000001
0.45 	1.000001
0.46 	1.000001
0.47 	1.000001
0.48 	1.000001
0.49 	1.000001
0.5 	1.000001
0.51 	1.000001
0.52 	1.000001
0.53 	1.000001
0.54 	1.000001
0.55 	1.000001
0.56 	1.000001
0.57 	1.000001
0.58 	1.000001
0.59 	1.000001
0.6 	1.000001
0.61 	1.000001
0.62 	1.000001
0.63 	1.000001
0.64 	1.000001
0.65 	1.000001
0.66 	1.000001
0.67 	1
0.68 	1
0.69 	1
0.7 	1
0.71 	1
0.72 	1
0.73 	1
0.74 	1
0.75 	1
0.76 	1
0.77 	0.9999999
0.78 	0.9999997
0.79 	0.9999995
0.8 	0.9999993
0.81 	0.9999965
0.82 	0.9999936
0.83 	0.9999908
0.84 	0.899992
0.85 	0.7499953
0.86 	0.5999986
0.87 	0.4500018
0.88 	0.3000047
0.89 	0.1500076
0.9 	1.046977e-05
0.91 	7.328837e-06
0.92 	4.187908e-06
0.93 	1.046979e-06
0.94 	2.257614e-12
0.95 	1.411009e-12
0.96 	5.644037e-13
0.97 	1.666305e-19
0.98 	1.11087e-19
0.99 	5.554351e-20
1 	5.148871e-27
1.01 	3.60421e-27
1.02 	2.059549e-27
1.03 	5.148872e-28
1.04 	7.116439e-35
1.05 	4.447774e-35
1.06 	1.77911e-35
1.07 	1.002582e-42
1.08 	6.68388e-43
1.09 	3.34194e-43
1.1 	1.043164e-50
1.11 	7.302149e-51
1.12 	4.172656e-51
1.13 	1.043164e-51
1.14 	6.469372e-59
1.15 	4.043357e-59
1.16 	1.617343e-59
1.17 	4.725338e-67
1.18 	3.150225e-67
1.19 	1.575113e-67
1.2 	3.027534e-75
1.21 	2.119274e-75
1.22 	1.211014e-75
1.23 	3.027534e-76
1.24 	1.307089e-83
1.25 	8.169304e-84
1.26 	3.267722e-84
1.27 	7.678693e-92
1.28 	5.119128e-92
1.29 	2.559564e-92
1.3 	4.356406e-100
1.31 	3.049484e-100
1.32 	1.742562e-100
1.33 	4.356406e-101
1.34 	1.696133e-108
1.35 	1.060083e-108
1.36 	4.240332e-109
1.37 	8.539744e-117
1.38 	5.693163e-117
1.39 	2.846582e-117
1.4 	3.802558e-125
1.41 	2.661791e-125
1.42 	1.521023e-125
1.43 	3.802558e-126
1.44 	1.073293e-133
1.45 	6.70808e-134
1.46 	2.683232e-134
1.47 	3.71551e-142
1.48 	2.477007e-142
1.49 	1.238503e-142
1.5 	3.85417e-150
1.51 	2.69795e-150
1.52 	1.541731e-150
1.53 	3.855111e-151
1.54 	8.369039e-155
1.55 	5.230711e-155
1.56 	2.092383e-155
1.57 	1.477732e-159
1.58 	9.851599e-160
1.59 	4.925879e-160
1.6 	1.585777e-164
1.61 	1.110047e-164
1.62 	6.343171e-165
1.63 	1.58587e-165
1.64 	8.220129e-170
1.65 	5.137598e-170
1.66 	2.055068e-170
1.67 	4.239546e-175
1.68 	2.826369e-175
1.69 	1.413193e-175
1.7 	1.579517e-180
1.71 	1.105663e-180
1.72 	6.318093e-181
1.73 	1.579553e-181
1.74 	3.163659e-186
1.75 	1.97729e-186
1.76 	7.909205e-187
1.77 	6.758098e-192
1.78 	4.505402e-192
1.79 	2.252707e-192
1.8 	1.106091e-197
1.81 	7.74264e-198
1.82 	4.424371e-198
1.83 	1.106103e-198
1.84 	1.049224e-203
1.85 	6.557657e-204
1.86 	2.623071e-204
1.87 	1.227353e-209
1.88 	8.18236e-210
1.89 	4.091188e-210
1.9 	1.490815e-215
1.91 	1.043571e-215
1.92 	5.963271e-216
1.93 	1.490832e-216
1.94 	1.567828e-221
1.95 	9.798934e-222
1.96 	3.91959e-222
1.97 	2.451741e-227
1.98 	1.634496e-227
1.99 	8.172515e-228
2 	6.608299e-233
